IDconsumidor,Genero,Idoso,Casado,Dependentes,Tempo_como_Cliente,Servico_Telefonia,Servico_Internet,Servico_Seguranca,Suporte_Tecnico,TV_assinatura,Tipo_Contrato,Metodo_Pagamento,Pagamento_Mensal,Total_Pago,Churn
1285-OKIPP,Male,0,No,No,1,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,65.60756321839081,79.9,1.0
7825-ECJRF,Female,0,No,No,19,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,Electronic check,65.60756321839081,1934.45,1.0
1347-KTTTA,Male,0,Yes,No,64,Yes,Fiber optic,No,Yes,Yes,One year,Credit card (automatic),65.60756321839081,6654.1,0.0
7841-TZDMQ,Male,0,No,No,2,Yes,DSL,No,No,No,Month-to-month,Credit card (automatic),65.60756321839081,84.5,1.0
4195-NZGTA,Female,0,No,No,1,Yes,DSL,No,No,No,Month-to-month,Electronic check,65.60756321839081,25.25,0.0
7157-SMCFK,Male,0,No,Yes,61,Yes,No,No internet service,No internet service,No internet service,Two year,Mailed check,65.60756321839081,1124.2,0.0
4709-LKHYG,Female,0,Yes,Yes,29,Yes,No,No internet service,No internet service,No internet service,One year,Electronic check,65.60756321839081,540.05,0.0
2504-DSHIH,Male,1,Yes,No,23,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,65.60756321839081,1975.85,0.0
0699-NDKJM,Female,0,Yes,No,57,Yes,DSL,Yes,No,Yes,Month-to-month,Bank transfer (automatic),65.60756321839081,3437.45,0.0
9286-BHDQG,Male,0,Yes,Yes,72,Yes,DSL,Yes,Yes,No,Two year,Credit card (automatic),65.60756321839081,3139.8,0.0
0230-WEQUW,Male,0,Yes,No,66,Yes,DSL,Yes,Yes,Yes,Two year,Bank transfer (automatic),65.60756321839081,3789.2,0.0
2040-LDIWQ,Male,0,Yes,Yes,65,Yes,DSL,No,Yes,Yes,Two year,Bank transfer (automatic),65.60756321839081,5324.5,0.0
6496-JDSSB,Female,0,No,No,8,Yes,Fiber optic,No,No,Yes,Month-to-month,Bank transfer (automatic),65.60756321839081,624.6,0.0
9408-SSNVZ,Female,0,No,No,4,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,65.60756321839081,268.35,1.0
4443-EMBNA,Female,0,Yes,No,71,Yes,No,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),65.60756321839081,1836.9,0.0
6469-MRVET,Male,0,Yes,Yes,1,Yes,No,No internet service,No internet service,No internet service,One year,Electronic check,65.60756321839081,20.2,0.0
0742-MOABM,Male,0,Yes,No,4,Yes,DSL,No,Yes,No,Month-to-month,Mailed check,65.60756321839081,179.35,1.0
5961-VUSRV,Female,0,No,No,12,Yes,No,No internet service,No internet service,No internet service,One year,Bank transfer (automatic),65.60756321839081,219.35,0.0
6778-JFCMK,Male,0,No,No,24,Yes,DSL,Yes,No,Yes,One year,Mailed check,65.60756321839081,1288.75,0.0
6341-JVQGF,Female,0,Yes,Yes,31,Yes,DSL,Yes,Yes,Yes,One year,Mailed check,65.60756321839081,2545.75,0.0
2232-DMLXU,Female,0,Yes,No,1,Yes,DSL,No,No,Yes,Month-to-month,Mailed check,65.60756321839081,55.2,1.0
4811-JBUVU,Male,0,No,No,30,Yes,Fiber optic,No,Yes,No,Month-to-month,Credit card (automatic),65.60756321839081,2723.15,0.0
0945-TSONX,Female,0,Yes,Yes,47,Yes,DSL,Yes,Yes,Yes,Two year,Credit card (automatic),65.60756321839081,4107.25,0.0
2651-ZCBXV,Male,0,No,No,54,Yes,Fiber optic,Yes,Yes,Yes,Two year,Credit card (automatic),65.60756321839081,5760.65,0.0
3316-UWXUY,Male,0,No,No,50,Yes,Fiber optic,Yes,Yes,No,Month-to-month,Credit card (automatic),65.60756321839081,4747.5,0.0
8937-RDTHP,Male,0,No,No,1,Yes,Fiber optic,Yes,No,No,Month-to-month,Mailed check,65.60756321839081,84.6,1.0
7083-MIOPC,Female,0,No,No,72,Yes,No,No internet service,No internet service,No internet service,Two year,Credit card (automatic),65.60756321839081,1566.9,0.0
1984-GPTEH,Female,0,No,No,29,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Electronic check,65.60756321839081,702.0,0.0
1251-KRREG,Male,0,No,No,2,Yes,DSL,No,No,No,Month-to-month,Mailed check,65.60756321839081,114.1,1.0
0621-JFHOL,Female,0,No,No,10,Yes,DSL,No,Yes,No,Two year,Mailed check,65.60756321839081,299.05,0.0
9903-LYSAB,Male,0,Yes,No,18,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,65.60756321839081,1305.95,0.0
0094-OIFMO,Female,1,No,No,11,Yes,Fiber optic,No,No,Yes,Month-to-month,Electronic check,65.60756321839081,1120.3,1.0
9227-UAQFT,Male,0,No,No,16,Yes,No,No internet service,No internet service,No internet service,Two year,Mailed check,65.60756321839081,284.35,0.0
7301-ABVAD,Female,0,No,No,72,Yes,DSL,No,Yes,Yes,Two year,Bank transfer (automatic),65.60756321839081,6350.5,0.0
6614-FHDBO,Male,0,No,No,72,Yes,Fiber optic,No,Yes,Yes,Two year,Bank transfer (automatic),65.60756321839081,7878.3,0.0
7576-ASEJU,Female,0,Yes,Yes,41,Yes,DSL,Yes,Yes,Yes,One year,Credit card (automatic),65.60756321839081,3187.65,0.0
9058-HRZSV,Female,1,Yes,No,65,Yes,Fiber optic,Yes,No,No,Month-to-month,Electronic check,65.60756321839081,6126.15,0.0
4522-AKYLR,Female,1,No,No,13,No,DSL,No,No,No,Month-to-month,Electronic check,65.60756321839081,731.3,0.0
0221-WMXNQ,Male,1,No,No,4,Yes,Fiber optic,Yes,No,No,Month-to-month,Electronic check,65.60756321839081,273.4,0.0
0303-UNCIP,Male,0,No,No,41,Yes,DSL,No,No,No,One year,Mailed check,65.60756321839081,2531.8,0.0
9947-OTFQU,Male,1,No,No,15,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,65.60756321839081,1074.3,1.0
0322-YINQP,Male,0,No,No,1,Yes,DSL,Yes,No,No,Month-to-month,Mailed check,65.60756321839081,48.55,1.0
0959-WHOKV,Male,0,No,No,42,No,Fiber optic,Yes,No,No,One year,Electronic check,65.60756321839081,4298.45,0.0
4075-JFPGR,Female,0,Yes,No,51,Yes,Fiber optic,Yes,No,Yes,One year,Electronic check,65.60756321839081,4619.55,0.0
4629-NRXKX,Female,0,Yes,Yes,2,No,Fiber optic,No,No,No,Month-to-month,Electronic check,65.60756321839081,147.15,1.0
9514-JDSKI,Male,1,Yes,No,1,Yes,DSL,No,No,Yes,Month-to-month,Electronic check,65.60756321839081,40.2,1.0
3282-ZISZV,Male,0,No,Yes,32,Yes,DSL,No,Yes,Yes,One year,Credit card (automatic),65.60756321839081,2633.3,0.0
3675-YDUPJ,Male,0,No,No,10,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,65.60756321839081,193.05,0.0
4111-BNXIF,Female,0,Yes,Yes,67,Yes,DSL,No,Yes,Yes,Two year,Electronic check,65.60756321839081,4103.9,0.0
7017-VFHAY,Female,0,Yes,Yes,61,Yes,Fiber optic,Yes,Yes,Yes,Two year,Credit card (automatic),65.60756321839081,7008.15,0.0
6655-LHBYW,Male,0,No,No,50,Yes,Fiber optic,Yes,Yes,Yes,One year,Credit card (automatic),65.60756321839081,5791.1,0.0
4959-JOSRX,Female,0,Yes,No,2,Yes,DSL,No,No,No,Month-to-month,Credit card (automatic),65.60756321839081,80.55,1.0
5046-NUHWD,Female,1,Yes,No,29,Yes,DSL,Yes,No,No,Month-to-month,Electronic check,65.60756321839081,1228.65,0.0
7273-TEFQD,Male,1,No,No,3,Yes,DSL,No,No,No,Month-to-month,Electronic check,65.60756321839081,132.2,1.0
3606-TWKGI,Male,1,No,No,13,Yes,Fiber optic,No,No,Yes,Month-to-month,Electronic check,65.60756321839081,1364.3,1.0
7529-ZDFXI,Male,1,Yes,No,57,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,65.60756321839081,4925.35,0.0
7605-BDWDC,Female,0,No,No,31,Yes,DSL,Yes,Yes,No,Two year,Bank transfer (automatic),65.60756321839081,1520.1,0.0
1950-KSVVJ,Female,0,Yes,No,45,Yes,Fiber optic,Yes,Yes,Yes,One year,Mailed check,65.60756321839081,5032.25,0.0
0123-CRBRT,Female,0,Yes,Yes,61,Yes,DSL,Yes,Yes,Yes,Two year,Mailed check,65.60756321839081,5526.75,0.0
6292-TOSSS,Male,0,No,No,50,No,No,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),65.60756321839081,1195.25,0.0
3197-ARFOY,Female,1,No,No,19,No,Fiber optic,Yes,Yes,Yes,Month-to-month,Mailed check,65.60756321839081,2007.25,0.0
6323-AYBRX,Male,0,No,No,59,Yes,No,No internet service,No internet service,No internet service,Two year,Mailed check,65.60756321839081,1099.6,1.0
7014-ZZXAW,Female,0,Yes,No,71,Yes,No,No internet service,No internet service,No internet service,Two year,Credit card (automatic),65.60756321839081,1732.95,0.0
4385-GZQXV,Female,1,No,No,16,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Electronic check,65.60756321839081,1511.2,1.0
7633-MVPUY,Male,0,Yes,No,57,Yes,DSL,Yes,Yes,No,Two year,Electronic check,65.60756321839081,3450.15,0.0
6366-ZGQGL,Male,0,No,No,1,Yes,DSL,No,No,No,Month-to-month,Bank transfer (automatic),65.60756321839081,24.8,1.0
4716-HHKQH,Male,1,Yes,No,20,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Electronic check,65.60756321839081,2172.05,0.0
5940-AHUHD,Male,0,No,No,1,Yes,Fiber optic,No,No,No,Month-to-month,Mailed check,65.60756321839081,70.6,1.0
6432-TWQLB,Male,0,Yes,No,5,No,Fiber optic,No,Yes,No,Month-to-month,Electronic check,65.60756321839081,401.1,1.0
4484-GLZOU,Female,0,Yes,No,52,Yes,Fiber optic,No,No,Yes,Month-to-month,Electronic check,65.60756321839081,5624.85,1.0
3179-GBRWV,Male,1,Yes,No,21,Yes,DSL,Yes,No,No,Month-to-month,Bank transfer (automatic),65.60756321839081,1339.8,0.0
8645-KWHJO,Male,0,No,No,14,Yes,DSL,No,Yes,Yes,Month-to-month,Electronic check,65.60756321839081,771.95,0.0
4130-MZLCC,Female,0,No,No,5,No,DSL,No,No,No,Month-to-month,Bank transfer (automatic),65.60756321839081,244.75,0.0
0314-TKOSI,Female,0,No,No,6,Yes,DSL,Yes,No,No,Month-to-month,Mailed check,65.60756321839081,322.9,0.0
8229-MYEJZ,Female,0,No,No,10,Yes,DSL,No,No,No,Month-to-month,Electronic check,65.60756321839081,498.25,0.0
2080-SRCDE,Female,0,No,Yes,1,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,65.60756321839081,25.4,0.0
9577-WJVCQ,Female,0,No,No,68,Yes,DSL,Yes,No,No,Month-to-month,Mailed check,65.60756321839081,3687.75,0.0
9512-UIBFX,Male,0,Yes,Yes,18,Yes,Fiber optic,No,No,Yes,Month-to-month,Mailed check,65.60756321839081,1779.95,1.0
6202-DYYFX,Female,0,No,No,22,Yes,Fiber optic,No,No,No,One year,Credit card (automatic),65.60756321839081,1783.6,0.0
3808-HFKDE,Female,0,No,No,20,Yes,DSL,No,No,No,Month-to-month,Electronic check,65.60756321839081,927.15,0.0
5583-SXDAG,Male,0,Yes,No,1,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,65.60756321839081,70.0,1.0
3488-PGMQJ,Male,1,No,No,8,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,65.60756321839081,606.55,1.0
3580-REOAC,Male,0,No,No,10,Yes,DSL,No,No,No,Month-to-month,Credit card (automatic),65.60756321839081,435.4,1.0
7534-BFESC,Male,1,No,No,24,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,65.60756321839081,1712.7,1.0
3727-OWVYD,Male,0,No,No,35,Yes,DSL,Yes,No,No,One year,Mailed check,65.60756321839081,2021.2,0.0
2294-SALNE,Male,0,Yes,Yes,23,Yes,Fiber optic,No,Yes,No,One year,Mailed check,65.60756321839081,1940.8,0.0
4847-TAJYI,Female,1,No,No,6,Yes,Fiber optic,No,No,Yes,Month-to-month,Electronic check,65.60756321839081,567.8,0.0
1563-IWQEX,Female,0,No,No,12,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,65.60756321839081,220.35,0.0
8203-XJZRC,Male,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,65.60756321839081,20.25,0.0
6556-DBKZF,Female,0,Yes,Yes,71,Yes,Fiber optic,No,No,No,Two year,Electronic check,65.60756321839081,5436.45,0.0
6851-WEFYX,Male,1,Yes,No,35,Yes,Fiber optic,No,No,Yes,Month-to-month,Electronic check,65.60756321839081,3437.5,0.0
2985-JUUBZ,Male,0,Yes,Yes,40,Yes,DSL,No,No,Yes,Month-to-month,Electronic check,65.60756321839081,3015.75,0.0
6390-DSAZX,Female,0,No,Yes,1,Yes,Fiber optic,Yes,No,No,Month-to-month,Mailed check,65.60756321839081,73.6,1.0
0895-LMRSF,Male,0,No,No,23,Yes,DSL,No,No,Yes,One year,Bank transfer (automatic),64.9,1509.8,0.0
8098-LLAZX,Female,1,No,No,4,Yes,Fiber optic,No,No,Yes,Month-to-month,Electronic check,95.45,396.1,1.0
8266-VBFQL,Male,0,No,No,4,Yes,Fiber optic,No,Yes,No,Month-to-month,Electronic check,90.4,356.65,0.0
8181-YHCMF,Female,0,Yes,Yes,68,Yes,DSL,No,Yes,Yes,Two year,Credit card (automatic),60.3,4109.0,0.0
2240-HSJQD,Male,0,No,Yes,38,Yes,Fiber optic,No,No,No,Month-to-month,Mailed check,81.85,3141.7,0.0
1248-DYXUB,Male,0,Yes,Yes,52,Yes,No,No internet service,No internet service,No internet service,Two year,Mailed check,24.8,1229.1,0.0
0265-EDXBD,Male,1,Yes,No,32,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,74.9,2303.35,1.0
4115-BNPJY,Male,0,Yes,Yes,29,Yes,DSL,No,Yes,Yes,Two year,Mailed check,75.55,2054.4,0.0
3167-SNQPL,Male,1,Yes,Yes,38,Yes,Fiber optic,No,No,Yes,Month-to-month,Electronic check,101.15,3741.85,0.0
4091-TVOCN,Male,0,No,Yes,48,Yes,DSL,Yes,No,Yes,One year,Credit card (automatic),78.75,3682.45,0.0
1098-TDVUQ,Female,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Bank transfer (automatic),19.25,19.25,0.0
7277-OZCGZ,Female,0,No,No,22,Yes,Fiber optic,Yes,Yes,No,Month-to-month,Electronic check,89.05,1886.25,0.0
1557-EMYVT,Female,0,No,No,43,Yes,Fiber optic,Yes,Yes,Yes,Two year,Credit card (automatic),115.05,4895.1,0.0
2799-ARNLO,Female,1,Yes,No,5,No,Fiber optic,No,No,No,Month-to-month,Electronic check,69.35,341.6,0.0
7563-BIUPC,Male,0,No,No,5,Yes,Fiber optic,No,No,Yes,Month-to-month,Electronic check,80.6,415.55,1.0
5027-YOCXN,Male,0,Yes,Yes,51,No,Fiber optic,Yes,Yes,Yes,One year,Credit card (automatic),110.05,5686.4,0.0
3973-SKMLN,Male,0,No,No,71,Yes,No,No internet service,No internet service,No internet service,Two year,Credit card (automatic),19.9,1355.1,0.0
2321-OMBXY,Female,0,Yes,Yes,38,Yes,DSL,Yes,Yes,Yes,One year,Credit card (automatic),80.3,3058.65,1.0
2840-XANRC,Male,1,Yes,No,24,Yes,Fiber optic,No,No,Yes,Month-to-month,Electronic check,93.15,2231.05,1.0
6745-JEFZB,Male,0,Yes,No,35,No,Fiber optic,No,Yes,Yes,Month-to-month,Credit card (automatic),91.5,3236.35,0.0
5020-ZSTTY,Female,1,No,No,54,Yes,DSL,Yes,Yes,Yes,One year,Bank transfer (automatic),82.45,4350.1,1.0
9880-TDQAC,Female,0,Yes,Yes,72,Yes,DSL,No,Yes,Yes,Two year,Electronic check,60.0,4264.0,0.0
8705-WZCYL,Male,0,No,No,1,Yes,DSL,No,No,No,Month-to-month,Electronic check,44.8,44.8,0.0
7102-JJVTX,Female,0,Yes,Yes,9,Yes,DSL,Yes,No,No,One year,Mailed check,48.6,422.3,0.0
8626-PTQGE,Male,0,No,No,69,Yes,DSL,Yes,Yes,Yes,Two year,Bank transfer (automatic),60.05,4176.7,0.0
4983-CLMLV,Female,0,Yes,No,52,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Credit card (automatic),102.7,5138.1,0.0
5701-YVSVF,Female,1,Yes,No,11,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Electronic check,82.9,880.05,0.0
5804-LEPIM,Female,1,No,No,2,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,70.35,139.05,1.0
5697-GOMBF,Female,1,Yes,Yes,28,Yes,DSL,No,No,Yes,Month-to-month,Electronic check,35.9,973.65,0.0
2739-CACDQ,Female,1,No,No,17,Yes,Fiber optic,No,No,No,Month-to-month,Credit card (automatic),82.65,1470.05,0.0
9385-EHGDO,Female,0,Yes,Yes,35,No,No,No internet service,No internet service,No internet service,Two year,Mailed check,19.85,739.35,0.0
9498-FIMXL,Female,0,No,No,8,Yes,No,No internet service,No internet service,No internet service,One year,Mailed check,19.2,161.95,0.0
2379-GYFLQ,Male,0,No,No,46,Yes,Fiber optic,No,No,Yes,One year,Credit card (automatic),94.9,4422.95,0.0
0122-OAHPZ,Female,0,No,No,7,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,73.85,511.25,1.0
2868-SNELZ,Female,0,No,No,2,Yes,Fiber optic,No,No,No,Month-to-month,Mailed check,80.6,155.8,1.0
4322-RCYMT,Male,0,Yes,Yes,68,Yes,DSL,No,Yes,No,One year,Bank transfer (automatic),75.8,5293.95,1.0
6680-NENYN,Female,0,No,No,43,Yes,Fiber optic,No,No,Yes,Two year,Electronic check,104.6,4759.85,1.0
2088-IEBAU,Female,0,No,No,68,Yes,DSL,Yes,Yes,Yes,Two year,Electronic check,88.15,6148.45,0.0
7982-VCELR,Female,0,No,No,36,Yes,Fiber optic,No,No,Yes,Month-to-month,Credit card (automatic),94.8,3565.65,0.0
1343-EHPYB,Male,0,Yes,No,63,Yes,Fiber optic,No,No,Yes,Month-to-month,Electronic check,103.4,6603.0,1.0
6035-BXTTY,Female,1,No,No,32,Yes,DSL,No,Yes,No,Month-to-month,Bank transfer (automatic),54.65,1830.1,0.0
6885-PKOAM,Female,0,Yes,No,71,Yes,DSL,Yes,Yes,Yes,Two year,Credit card (automatic),85.75,6223.8,0.0
7520-HQWJU,Female,0,Yes,Yes,66,Yes,DSL,Yes,No,No,Month-to-month,Bank transfer (automatic),67.45,4508.65,0.0
9639-BUJXT,Male,0,No,No,63,No,No,No internet service,No internet service,No internet service,One year,Mailed check,20.5,1328.15,0.0
5924-SNGKP,Female,0,No,Yes,41,Yes,No,No internet service,No internet service,No internet service,One year,Credit card (automatic),20.25,865.0,0.0
0021-IKXGC,Female,1,No,No,1,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,72.1,72.1,0.0
2034-GDRCN,Female,0,No,No,2,Yes,Fiber optic,No,No,Yes,Month-to-month,Electronic check,90.4,168.2,1.0
8966-SNIZF,Female,0,Yes,No,70,No,No,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),19.45,1303.5,0.0
6243-OZGFH,Female,0,No,No,23,No,DSL,No,No,Yes,Month-to-month,Electronic check,44.95,996.85,0.0
4654-DLAMQ,Female,1,Yes,No,64,Yes,Fiber optic,Yes,No,No,One year,Bank transfer (automatic),97.0,6430.9,0.0
0513-RBGPE,Male,0,Yes,Yes,37,Yes,DSL,Yes,Yes,No,Two year,Credit card (automatic),62.8,2278.75,0.0
5160-UXJED,Male,0,No,Yes,17,Yes,DSL,No,No,No,One year,Mailed check,44.6,681.4,0.0
4115-NZRKS,Female,1,No,No,7,Yes,Fiber optic,No,No,Yes,Month-to-month,Electronic check,89.15,574.35,0.0
0219-YTZUE,Male,0,Yes,Yes,4,Yes,Fiber optic,No,No,No,Month-to-month,Bank transfer (automatic),84.8,371.9,1.0
0623-IIHUG,Female,1,No,No,21,Yes,DSL,Yes,No,Yes,Month-to-month,Electronic check,41.9,840.1,1.0
4572-DVCGN,Female,0,No,No,10,Yes,Fiber optic,No,No,No,Month-to-month,Bank transfer (automatic),80.25,846.0,1.0
3351-NGXYI,Female,1,No,No,16,Yes,DSL,Yes,No,No,Month-to-month,Electronic check,54.1,889.0,0.0
8984-EYLLL,Male,0,Yes,No,64,Yes,Fiber optic,No,Yes,Yes,Two year,Electronic check,105.25,6823.4,0.0
9057-MSWCO,Male,1,Yes,No,27,Yes,DSL,Yes,No,No,Month-to-month,Credit card (automatic),30.75,805.1,1.0
9833-TGFHX,Male,0,Yes,Yes,42,Yes,Fiber optic,Yes,No,Yes,One year,Electronic check,97.1,4016.75,0.0
9294-TDIPC,Male,0,No,Yes,5,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.2,83.75,0.0
5229-DTFYB,Female,0,No,No,41,Yes,Fiber optic,No,Yes,Yes,Two year,Bank transfer (automatic),98.8,3959.15,0.0
0104-PPXDV,Male,0,Yes,No,58,Yes,DSL,No,No,No,One year,Credit card (automatic),50.3,2878.55,0.0
5176-LMJXE,Female,0,No,No,47,Yes,No,No internet service,No internet service,No internet service,Two year,Mailed check,20.55,945.7,0.0
3583-KRKMD,Male,0,No,No,18,Yes,Fiber optic,No,Yes,No,Month-to-month,Bank transfer (automatic),75.9,1373.05,0.0
1010-DIAUQ,Male,0,No,No,5,Yes,Fiber optic,No,No,Yes,Month-to-month,Bank transfer (automatic),96.5,492.55,1.0
9069-LGEUL,Male,0,Yes,No,23,Yes,DSL,Yes,No,No,Month-to-month,Bank transfer (automatic),59.95,1406.0,0.0
7302-ZHMHP,Female,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.15,19.15,0.0
9571-EDEBV,Male,0,Yes,No,71,Yes,Fiber optic,No,No,Yes,One year,Credit card (automatic),98.65,6962.85,0.0
3520-FJGCV,Male,0,Yes,Yes,72,No,Fiber optic,Yes,Yes,Yes,Two year,Credit card (automatic),112.6,8126.65,0.0
6563-VRERX,Male,0,Yes,Yes,33,Yes,No,No internet service,No internet service,No internet service,One year,Mailed check,20.6,690.25,0.0
0259-GBZSH,Male,0,No,No,2,Yes,Fiber optic,No,No,Yes,Month-to-month,Electronic check,85.65,181.5,1.0
6122-EFVKN,Male,0,No,Yes,24,Yes,DSL,Yes,Yes,No,Two year,Mailed check,35.75,830.8,0.0
2805-EDJPQ,Female,0,Yes,Yes,56,Yes,Fiber optic,No,Yes,No,One year,Credit card (automatic),99.75,5608.4,0.0
6862-CQUMB,Male,0,No,No,37,Yes,Fiber optic,No,No,Yes,Month-to-month,Credit card (automatic),96.1,3646.8,0.0
7156-MXBJE,Female,0,No,No,43,Yes,DSL,No,Yes,Yes,One year,Credit card (automatic),85.1,3662.25,0.0
6158-HDPXZ,Male,0,No,No,1,Yes,DSL,No,No,No,Month-to-month,Mailed check,25.35,25.35,0.0
9601-BRXPO,Female,0,Yes,No,25,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Bank transfer (automatic),104.95,2566.5,1.0
2863-IMQDR,Female,0,No,No,61,Yes,DSL,Yes,Yes,Yes,Two year,Electronic check,89.65,5308.7,0.0
5686-CMAWK,Male,0,No,No,17,Yes,Fiber optic,No,Yes,No,One year,Electronic check,86.75,1410.25,0.0
5651-CRHKQ,Female,0,Yes,No,41,Yes,Fiber optic,No,Yes,No,One year,Bank transfer (automatic),86.2,3339.05,0.0
6905-NIQIN,Male,0,No,No,1,Yes,DSL,No,No,No,Month-to-month,Mailed check,50.65,50.65,1.0
8204-YJCLA,Male,1,Yes,Yes,72,Yes,DSL,Yes,Yes,Yes,Two year,Bank transfer (automatic),64.8,4732.35,0.0
5167-ZFFMM,Male,0,No,No,1,Yes,Fiber optic,No,No,No,Month-to-month,Credit card (automatic),90.85,90.85,1.0
6583-SZVGP,Male,0,No,No,48,Yes,Fiber optic,No,No,Yes,Two year,Bank transfer (automatic),108.1,5067.45,0.0
4895-TMWIR,Male,1,Yes,No,11,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.95,214.75,1.0
0533-BNWKF,Female,1,Yes,No,55,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,85.45,4874.7,1.0
1708-PBBOA,Female,0,No,No,42,No,DSL,Yes,Yes,No,One year,Electronic check,54.75,2348.45,0.0
8782-LKFPK,Male,0,No,No,44,Yes,Fiber optic,No,No,No,Month-to-month,Mailed check,90.4,4063.0,0.0
5522-JBWMO,Male,0,No,Yes,1,Yes,DSL,No,No,No,Month-to-month,Electronic check,44.0,44.0,0.0
3597-MVHJT,Female,0,No,No,27,Yes,Fiber optic,No,No,Yes,Month-to-month,Bank transfer (automatic),95.6,2595.25,0.0
9774-NRNAU,Male,1,Yes,No,27,Yes,DSL,No,Yes,Yes,Month-to-month,Bank transfer (automatic),84.8,2309.55,0.0
